,Año,Mes,Consumo,Cargo fijo,Cargo variable,Precio servicio electrico,Dias,Contri municipal %,IVA %,Imp Sta Cruz %,Coef,Contribucion,subsidio,Total,Tipo,Contribucion comentario,Unnamed: 16,Precio kWh,Dia,fecha
1263,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-17
1264,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-16
1265,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-15
1266,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-14
1267,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-13
1268,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-12
1269,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-11
1270,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-10
1271,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-09
1272,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-08
1273,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-07
1274,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-06
1275,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-05
1276,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-04
1277,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-03
1278,,,427.0,52.84,312.27,365.11,63.0,6.383,21.0,0.0,,,0,465.0880713,,,,,,2018-07-02
1279,2018,7,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,0,,1.0,2018-07-01
1280,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-30
1281,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-29
1282,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-28
1283,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-27
1284,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-26
1285,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-25
1286,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-24
1287,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-23
1288,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-22
1289,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-21
1290,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-20
1291,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-19
1292,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-18
1293,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-17
1294,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-16
1295,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-15
1296,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-14
1297,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-13
1298,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-12
1299,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-11
1300,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-10
1301,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-09
1302,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-08
1303,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-07
1304,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-06
1305,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-05
1306,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-04
1307,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-03
1308,,,322.0,54.55,243.87,298.42,63.0,6.383,21.0,0.0,,,0,380.1363486,,,,,,2018-06-02
1309,2018,6,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,0,,1.0,2018-06-01
1310,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-31
1311,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-30
1312,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-29
1313,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-28
1314,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-27
1315,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-26
1316,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-25
1317,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-24
1318,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-23
1319,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-22
1320,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-21
1321,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-20
1322,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-19
1323,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-18
1324,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-17
1325,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-16
1326,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-15
1327,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-14
1328,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-13
1329,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-12
1330,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-11
1331,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-10
1332,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-09
1333,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-08
1334,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-07
1335,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-06
1336,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-05
1337,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-04
1338,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-03
1339,,,322.0,52.84,234.95,287.79,63.0,6.383,21.0,0.0,,,0,366.5955357,,,,,,2018-05-02
1340,2018,5,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,0,,1.0,2018-05-01
1341,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-30
1342,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-29
1343,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-28
1344,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-27
1345,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-26
1346,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-25
1347,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-24
1348,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-23
1349,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-22
1350,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-21
1351,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-20
1352,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-19
1353,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-18
1354,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-17
1355,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-16
1356,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-15
1357,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-14
1358,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-13
1359,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-12
1360,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-11
1361,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-10
1362,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-09
1363,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-08
1364,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-07
1365,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-06
1366,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-05
1367,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-04
1368,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-03
1369,,,448.0,51.14,339.04,390.18,59.0,6.383,21.0,0.0,,,0,497.0229894,,,,,,2018-04-02
1370,2018,4,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,0,,1.0,2018-04-01
1371,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-31
1372,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-30
1373,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-29
1374,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-28
1375,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-27
1376,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-26
1377,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-25
1378,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-24
1379,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-23
1380,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-22
1381,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-21
1382,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-20
1383,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-19
1384,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-18
1385,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-17
1386,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-16
1387,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-15
1388,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-14
1389,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-13
1390,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-12
1391,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-11
1392,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-10
1393,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-09
1394,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-08
1395,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-07
1396,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-06
1397,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-05
1398,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-04
1399,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-03
1400,,,448.0,47.53,314.02,361.55,59.0,6.383,21.0,0.0,,,0,460.5532365,,,,,,2018-03-02
1401,2018,3,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,0,,1.0,2018-03-01
1402,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-28
1403,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-27
1404,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-26
1405,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-25
1406,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-24
1407,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-23
1408,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-22
1409,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-21
1410,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-20
1411,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-19
1412,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-18
1413,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-17
1414,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-16
1415,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-15
1416,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-14
1417,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-13
1418,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-12
1419,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-11
1420,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-10
1421,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-09
1422,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-08
1423,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-07
1424,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-06
1425,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-05
1426,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-04
1427,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-03
1428,,,598.0,49.99,392.89,442.88,66.0,6.383,21.0,0.0,,,0,564.1538304,,,,,,2018-02-02
1429,2018,2,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,0,,1.0,2018-02-01
1430,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-31
1431,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-30
1432,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-29
1433,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-28
1434,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-27
1435,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-26
1436,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-25
1437,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-24
1438,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-23
1439,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-22
1440,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-21
1441,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-20
1442,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-19
1443,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-18
1444,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-17
1445,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-16
1446,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-15
1447,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-14
1448,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-13
1449,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-12
1450,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-11
1451,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-10
1452,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-09
1453,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-08
1454,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-07
1455,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-06
1456,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-05
1457,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-04
1458,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-03
1459,,,598.0,44.99,344.3,389.29,66.0,6.383,21.0,0.0,,,0,495.8892807,,,,,,2018-01-02
1460,2018,1,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,0,,1.0,2018-01-01
1461,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-31
1462,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-30
1463,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-29
1464,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-28
1465,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-27
1466,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-26
1467,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-25
1468,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-24
1469,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-23
1470,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-22
1471,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-21
1472,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-20
1473,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-19
1474,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-18
1475,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-17
1476,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-16
1477,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-15
1478,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-14
1479,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-13
1480,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-12
1481,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-11
1482,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-10
1483,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-09
1484,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-08
1485,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-07
1486,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-06
1487,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-05
1488,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-04
1489,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-03
1490,,,517.0,33.58,245.78,279.36,57.0,6.383,21.0,0.0,,,0,355.8571488,,,,,,2017-12-02
1491,2017,12,517.0,32.42,235.54,267.96,57.0,6.383,21.0,0.0,,,0,341.3354868,,,0,,1.0,2017-12-01
1492,,,517.0,32.42,235.54,267.96,57.0,6.383,21.0,0.0,,,0,341.3354868,,,,,,2017-11-30
1493,,,517.0,32.42,235.54,267.96,57.0,6.383,21.0,0.0,,,0,341.3354868,,,,,,2017-11-29
1494,,,517.0,32.42,235.54,267.96,57.0,6.383,21.0,0.0,,,0,341.3354868,,,,,,2017-11-28
1495,,,517.0,32.42,235.54,267.96,57.0,6.383,21.0,0.0,,,0,341.3354868,,,,,,2017-11-27
1496,,,517.0,32.42,235.54,267.96,57.0,6.383,21.0,0.0,,,0,341.3354868,,,,,,2017-11-26
