,fecha,Consumo,Cargo fijo,Cargo variable,Dias,subsidio,Total,Tipo,Precio kWh,Dia,precio_kWh,inflacion_acumulada,T_mean,T_max,T_min,longitud,latitud,precio_kWh_norm,use,precio_kWh_norm_nan,precio_kWh_norm_new
93,2006-04-04,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0293453617491803,21.71,26.39,18.58,-58.2813,-34.8115,0.12369800615924251,1,0.12369800615924251,0.12369800615924251
94,2006-04-05,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0297207960833807,19.35,24.16,15.94,-58.2813,-34.8115,0.12365290609060162,1,0.12365290609060162,0.12365290609060162
95,2006-04-06,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0300963673501835,19.17,24.79,15.66,-58.2813,-34.8115,0.12360782246536395,1,0.12360782246536395,0.12360782246536395
96,2006-04-07,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.030472075599533,18.8,24.41,14.48,-58.2813,-34.8115,0.1235627552775342,1,0.1235627552775342,0.1235627552775342
97,2006-04-08,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0308479208813897,19.74,24.49,15.61,-58.2813,-34.8115,0.12351770452111946,1,0.12351770452111946,0.12351770452111946
98,2006-04-09,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0312239032457349,20.12,25.2,15.4,-58.2813,-34.8115,0.1234726701901287,1,0.1234726701901287,0.1234726701901287
99,2006-04-10,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.031600022742566,18.42,24.23,13.73,-58.2813,-34.8115,0.12342765227857337,1,0.12342765227857337,0.12342765227857337
100,2006-04-11,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0319762794218998,19.37,24.48,14.02,-58.2813,-34.8115,0.12338265078046691,1,0.12338265078046691,0.12338265078046691
101,2006-04-12,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0323526733337711,19.94,26.69,14.28,-58.2813,-34.8115,0.12333766568982503,1,0.12333766568982503,0.12333766568982503
102,2006-04-13,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0327292045282328,20.41,26.71,15.87,-58.2813,-34.8115,0.12329269700066559,1,0.12329269700066559,0.12329269700066559
103,2006-04-14,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0331058730553562,15.81,18.97,12.6,-58.2813,-34.8115,0.12324774470700864,1,0.12324774470700864,0.12324774470700864
104,2006-04-15,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0334826789652307,12.42,17.21,8.7,-58.2813,-34.8115,0.1232028088028764,1,0.1232028088028764,0.1232028088028764
105,2006-04-16,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.033859622307964,11.14,17.26,5.69,-58.2813,-34.8115,0.12315788928229332,1,0.12315788928229332,0.12315788928229332
106,2006-04-17,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0342367031336823,12.76,18.97,7.15,-58.2813,-34.8115,0.12311298613928594,1,0.12311298613928594,0.12311298613928594
107,2006-04-18,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0346139214925305,15.25,20.12,10.12,-58.2813,-34.8115,0.12306809936788296,1,0.12306809936788296,0.12306809936788296
108,2006-04-19,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.03499127743467,18.2,22.87,14.35,-58.2813,-34.8115,0.12302322896211551,1,0.12302322896211551,0.12302322896211551
109,2006-04-20,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0353687710102824,17.02,19.85,11.33,-58.2813,-34.8115,0.12297837491601657,1,0.12297837491601657,0.12297837491601657
110,2006-04-21,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.035746402269567,12.0,19.1,6.78,-58.2813,-34.8115,0.12293353722362145,1,0.12293353722362145,0.12293353722362145
111,2006-04-22,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0361241712627411,13.44,21.66,6.32,-58.2813,-34.8115,0.12288871587896764,1,0.12288871587896764,0.12288871587896764
112,2006-04-23,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.036502078040041,13.44,20.2,6.44,-58.2813,-34.8115,0.12284391087609477,1,0.12284391087609477,0.12284391087609477
113,2006-04-24,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.03688012265172,17.06,24.92,9.78,-58.2813,-34.8115,0.1227991222090447,1,0.1227991222090447,0.1227991222090447
114,2006-04-25,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0372583051480513,17.21,23.16,11.81,-58.2813,-34.8115,0.12275434987186135,1,0.12275434987186135,0.12275434987186135
115,2006-04-26,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0376366255793257,14.0,19.73,8.81,-58.2813,-34.8115,0.1227095938585909,1,0.1227095938585909,0.1227095938585909
116,2006-04-27,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0380150839958515,16.92,24.89,10.71,-58.2813,-34.8115,0.12266485416328178,1,0.12266485416328178,0.12266485416328178
